# Gene Family	demo_Abundance-CPM
UniRef90_A0A0K2HG35	101.823
UniRef90_A0A0K2HG35|g__Bacteroides.s__Bacteroides_vulgatus	101.823
UniRef90_A0A076J254	101.657
UniRef90_A0A076J254|g__Bacteroides.s__Bacteroides_vulgatus	101.657
UniRef90_A0A0N7J7Z5	101.569
UniRef90_A0A0N7J7Z5|g__Bacteroides.s__Bacteroides_vulgatus	101.569
UniRef90_A0A174KY93	101.391
UniRef90_A0A174KY93|g__Bacteroides.s__Bacteroides_vulgatus	101.391
UniRef90_A0A380ZJH4	101.383
UniRef90_A0A380ZJH4|g__Bacteroides.s__Bacteroides_vulgatus	101.383
UniRef90_A0A174J9C9	100.929
UniRef90_A0A174J9C9|g__Bacteroides.s__Bacteroides_vulgatus	100.929
UniRef90_A0A3E4I8G8	100.66
UniRef90_A0A3E4I8G8|g__Bacteroides.s__Bacteroides_vulgatus	100.66
UniRef90_A0A397WBK9	100.621
UniRef90_A0A397WBK9|g__Bacteroides.s__Bacteroides_vulgatus	100.621
UniRef90_A0A1D6XS85	100.534
UniRef90_A0A1D6XS85|g__Bacteroides.s__Bacteroides_vulgatus	100.534
UniRef90_A0A076J5W5	100.415
UniRef90_A0A076J5W5|g__Bacteroides.s__Bacteroides_vulgatus	100.415
UniRef90_A0A380ZGV8	100.19
UniRef90_A0A380ZGV8|g__Bacteroides.s__Bacteroides_vulgatus	100.19
UniRef90_A0A3E5ECU5	99.7299
UniRef90_A0A3E5ECU5|g__Bacteroides.s__Bacteroides_vulgatus	99.7299
UniRef90_A0A174TWT2	99.7126
UniRef90_A0A174TWT2|g__Bacteroides.s__Bacteroides_vulgatus	99.7126
UniRef90_A0A173WTQ6	99.6283
UniRef90_A0A173WTQ6|g__Bacteroides.s__Bacteroides_vulgatus	99.6283
UniRef90_Q8A2S4	99.5697
UniRef90_Q8A2S4|g__Bacteroides.s__Bacteroides_vulgatus	99.5697
UniRef90_A0A0P0M0K4	99.4544
UniRef90_A0A0P0M0K4|g__Bacteroides.s__Bacteroides_vulgatus	99.4544
UniRef90_A0A0P0LPP0	99.3712
UniRef90_A0A0P0LPP0|g__Bacteroides.s__Bacteroides_vulgatus	99.3712
UniRef90_A0A076IR60	99.227
UniRef90_A0A076IR60|g__Bacteroides.s__Bacteroides_vulgatus	99.227
UniRef90_I9T843	98.8686
UniRef90_I9T843|g__Bacteroides.s__Bacteroides_vulgatus	98.8686
UniRef90_K6AE66	98.3478
UniRef90_K6AE66|g__Bacteroides.s__Bacteroides_vulgatus	98.3478
UniRef90_A6L3B5	98.1775
UniRef90_A6L3B5|g__Bacteroides.s__Bacteroides_vulgatus	98.1775
UniRef90_A0A076J702	97.959
UniRef90_A0A076J702|g__Bacteroides.s__Bacteroides_vulgatus	97.959
UniRef90_D4VCT1	97.9187
UniRef90_D4VCT1|g__Bacteroides.s__Bacteroides_vulgatus	97.9187
UniRef90_A0A3E4T9A4	97.9102
UniRef90_A0A3E4T9A4|g__Bacteroides.s__Bacteroides_vulgatus	97.9102
UniRef90_A0A1G1TVY5	97.4428
UniRef90_A0A1G1TVY5|g__Bacteroides.s__Bacteroides_vulgatus	97.4428
UniRef90_A0A0P0LIK6	97.4102
UniRef90_A0A0P0LIK6|g__Bacteroides.s__Bacteroides_vulgatus	97.4102
UniRef90_A0A0N7J7N2	97.3879
UniRef90_A0A0N7J7N2|g__Bacteroides.s__Bacteroides_vulgatus	97.3879
UniRef90_K5Z4K3	97.3025
UniRef90_K5Z4K3|g__Bacteroides.s__Bacteroides_vulgatus	97.3025
UniRef90_A0A0E2TFE3	97.1314
UniRef90_A0A0E2TFE3|g__Bacteroides.s__Bacteroides_vulgatus	97.1314
UniRef90_A6KYK4	96.5468
UniRef90_A6KYK4|g__Bacteroides.s__Bacteroides_vulgatus	96.5468
UniRef90_C6IQD9	96.4881
UniRef90_C6IQD9|g__Bacteroides.s__Bacteroides_vulgatus	96.4881
UniRef90_A0A374Q4U9	96.3374
UniRef90_A0A374Q4U9|g__Bacteroides.s__Bacteroides_vulgatus	96.3374
UniRef90_A0A174WBC9	95.9774
UniRef90_A0A174WBC9|g__Bacteroides.s__Bacteroides_vulgatus	95.9774
UniRef90_A0A174BPA4	95.7991
UniRef90_A0A174BPA4|g__Bacteroides.s__Bacteroides_vulgatus	95.7991
UniRef90_A0A0P0M4E9	95.1794
UniRef90_A0A0P0M4E9|g__Bacteroides.s__Bacteroides_vulgatus	95.1794
UniRef90_A0A0P0LDL7	94.5281
UniRef90_A0A0P0LDL7|g__Bacteroides.s__Bacteroides_vulgatus	94.5281
UniRef90_D4VAA1	94.1141
UniRef90_D4VAA1|g__Bacteroides.s__Bacteroides_vulgatus	94.1141
UniRef90_A0A174TTJ1	94.0577
UniRef90_A0A174TTJ1|g__Bacteroides.s__Bacteroides_vulgatus	94.0577
UniRef90_A0A0P0LE09	93.8323
UniRef90_A0A0P0LE09|g__Bacteroides.s__Bacteroides_vulgatus	93.8323
UniRef90_A0A076IS10	93.6409
UniRef90_A0A076IS10|g__Bacteroides.s__Bacteroides_vulgatus	93.6409
UniRef90_A0A1H7MMS0	93.4547
UniRef90_A0A1H7MMS0|g__Bacteroides.s__Bacteroides_vulgatus	93.4547
UniRef90_A0A0P0M2I3	93.4032
UniRef90_A0A0P0M2I3|g__Bacteroides.s__Bacteroides_vulgatus	93.4032
UniRef90_A6KXU8	92.9181
UniRef90_A6KXU8|g__Bacteroides.s__Bacteroides_vulgatus	92.9181
UniRef90_A6L170	92.8727
UniRef90_A6L170|g__Bacteroides.s__Bacteroides_vulgatus	92.8727
UniRef90_A0A0P0M3U1	92.6642
UniRef90_A0A0P0M3U1|g__Bacteroides.s__Bacteroides_vulgatus	92.6642
UniRef90_D1K7C8	92.1709
UniRef90_D1K7C8|g__Bacteroides.s__Bacteroides_vulgatus	92.1709
UniRef90_A0A076IVW3	91.6687
UniRef90_A0A076IVW3|g__Bacteroides.s__Bacteroides_vulgatus	91.6687
UniRef90_A0A0P0GM51	91.6071
UniRef90_A0A0P0GM51|g__Bacteroides.s__Bacteroides_vulgatus	91.6071
UniRef90_E5UT54	91.4589
UniRef90_E5UT54|g__Bacteroides.s__Bacteroides_vulgatus	91.4589
UniRef90_E5UXH4	91.1805
UniRef90_E5UXH4|g__Bacteroides.s__Bacteroides_vulgatus	91.1805
UniRef90_A0A0K2HE84	91.144
UniRef90_A0A0K2HE84|g__Bacteroides.s__Bacteroides_vulgatus	91.144
UniRef90_A0A174TCX1	91.1381
UniRef90_A0A174TCX1|g__Bacteroides.s__Bacteroides_vulgatus	91.1381
UniRef90_A6KYH0	91.1
UniRef90_A6KYH0|g__Bacteroides.s__Bacteroides_vulgatus	91.1
UniRef90_A0A076IWV6	90.8486
UniRef90_A0A076IWV6|g__Bacteroides.s__Bacteroides_vulgatus	90.8486
UniRef90_A0A0P0LPT7	90.7383
UniRef90_A0A0P0LPT7|g__Bacteroides.s__Bacteroides_vulgatus	90.7383
UniRef90_A0A0K2HL46	90.2194
UniRef90_A0A0K2HL46|g__Bacteroides.s__Bacteroides_vulgatus	90.2194
UniRef90_R5M2H2	89.847
UniRef90_R5M2H2|g__Bacteroides.s__Bacteroides_vulgatus	89.847
UniRef90_A0A0P0M403	89.2468
UniRef90_A0A0P0M403|g__Bacteroides.s__Bacteroides_vulgatus	89.2468
UniRef90_I9RA95	88.8735
UniRef90_I9RA95|g__Bacteroides.s__Bacteroides_vulgatus	88.8735
UniRef90_A0A078RB19	88.5536
UniRef90_A0A078RB19|g__Bacteroides.s__Bacteroides_vulgatus	88.5536
UniRef90_A6L645	88.2945
UniRef90_A6L645|g__Bacteroides.s__Bacteroides_vulgatus	88.2945
UniRef90_A0A069SK66	88.1825
UniRef90_A0A069SK66|g__Bacteroides.s__Bacteroides_vulgatus	88.1825
UniRef90_A0A0P0L4L1	87.4469
UniRef90_A0A0P0L4L1|g__Bacteroides.s__Bacteroides_vulgatus	87.4469
UniRef90_A0A396EL80	87.3113
UniRef90_A0A396EL80|g__Bacteroides.s__Bacteroides_vulgatus	87.3113
UniRef90_E5UQ06	87.304
UniRef90_E5UQ06|g__Bacteroides.s__Bacteroides_vulgatus	87.304
UniRef90_A0A397WD19	87.1262
UniRef90_A0A397WD19|g__Bacteroides.s__Bacteroides_vulgatus	87.1262
UniRef90_A0A076IRS7	87.1008
UniRef90_A0A076IRS7|g__Bacteroides.s__Bacteroides_vulgatus	87.1008
UniRef90_R5JME6	86.0328
UniRef90_R5JME6|g__Bacteroides.s__Bacteroides_vulgatus	86.0328
UniRef90_D4VBD5	85.9034
UniRef90_D4VBD5|g__Bacteroides.s__Bacteroides_vulgatus	85.9034
UniRef90_Q8A155	85.6278
UniRef90_Q8A155|g__Bacteroides.s__Bacteroides_vulgatus	85.6278
UniRef90_A0A396F9T7	85.4749
UniRef90_A0A396F9T7|g__Bacteroides.s__Bacteroides_vulgatus	85.4749
UniRef90_A0A396AT32	85.0422
UniRef90_A0A396AT32|g__Bacteroides.s__Bacteroides_vulgatus	85.0422
UniRef90_A0A1Y4PFB7	84.8165
UniRef90_A0A1Y4PFB7|g__Bacteroides.s__Bacteroides_vulgatus	84.8165
UniRef90_A0A174WXU9	84.6006
UniRef90_A0A174WXU9|g__Bacteroides.s__Bacteroides_vulgatus	84.6006
UniRef90_A0A173WIK6	84.4326
UniRef90_A0A173WIK6|g__Bacteroides.s__Bacteroides_vulgatus	84.4326
UniRef90_A0A076INR1	84.1991
UniRef90_A0A076INR1|g__Bacteroides.s__Bacteroides_vulgatus	84.1991
UniRef90_A0A174IEZ6	83.6565
UniRef90_A0A174IEZ6|g__Bacteroides.s__Bacteroides_vulgatus	83.6565
UniRef90_A0A3E4JUG9	82.9359
UniRef90_A0A3E4JUG9|g__Bacteroides.s__Bacteroides_vulgatus	82.9359
UniRef90_C3RBF3	82.9233
UniRef90_C3RBF3|g__Bacteroides.s__Bacteroides_vulgatus	82.9233
UniRef90_A0A0P0M5P5	82.7551
UniRef90_A0A0P0M5P5|g__Bacteroides.s__Bacteroides_vulgatus	82.7551
UniRef90_A0A076IZ47	82.6582
UniRef90_A0A076IZ47|g__Bacteroides.s__Bacteroides_vulgatus	82.6582
UniRef90_A0A0P0M0H9	82.5237
UniRef90_A0A0P0M0H9|g__Bacteroides.s__Bacteroides_vulgatus	82.5237
UniRef90_A0A076IQH4	82.2432
UniRef90_A0A076IQH4|g__Bacteroides.s__Bacteroides_vulgatus	82.2432
UniRef90_A0A1H7MMN1	82.0585
UniRef90_A0A1H7MMN1|g__Bacteroides.s__Bacteroides_vulgatus	82.0585
UniRef90_A0A174Q601	82.0222
UniRef90_A0A174Q601|g__Bacteroides.s__Bacteroides_vulgatus	82.0222
UniRef90_A0A076J543	81.9204
UniRef90_A0A076J543|g__Bacteroides.s__Bacteroides_vulgatus	81.9204
UniRef90_B5CXZ6	81.7259
UniRef90_B5CXZ6|g__Bacteroides.s__Bacteroides_vulgatus	81.7259
UniRef90_A0A0K2HP99	81.4392
UniRef90_A0A0K2HP99|g__Bacteroides.s__Bacteroides_vulgatus	81.4392
UniRef90_C6Z3U6	81.1741
UniRef90_C6Z3U6|g__Bacteroides.s__Bacteroides_vulgatus	81.1741
UniRef90_A0A078RHS1	81.0948
UniRef90_A0A078RHS1|g__Bacteroides.s__Bacteroides_vulgatus	81.0948
UniRef90_Q89YW6	81.0714
UniRef90_Q89YW6|g__Bacteroides.s__Bacteroides_vulgatus	81.0714
UniRef90_A0A0F5JR45	80.9599
UniRef90_A0A0F5JR45|g__Bacteroides.s__Bacteroides_vulgatus	80.9599
UniRef90_A0A1Y4PC68	80.7837
UniRef90_A0A1Y4PC68|g__Bacteroides.s__Bacteroides_vulgatus	80.7837
UniRef90_A0A174SQD9	80.7723
UniRef90_A0A174SQD9|g__Bacteroides.s__Bacteroides_vulgatus	80.7723
UniRef90_A0A174NSG4	80.5938
UniRef90_A0A174NSG4|g__Bacteroides.s__Bacteroides_vulgatus	80.5938
UniRef90_A0A396ALC3	80.346
UniRef90_A0A396ALC3|g__Bacteroides.s__Bacteroides_vulgatus	80.346
UniRef90_A0A0P0FT12	79.852
UniRef90_A0A0P0FT12|g__Bacteroides.s__Bacteroides_vulgatus	79.852
UniRef90_A0A395UNU1	79.1984
UniRef90_A0A395UNU1|g__Bacteroides.s__Bacteroides_vulgatus	79.1984
UniRef90_D4WAD6	79.1408
UniRef90_D4WAD6|g__Bacteroides.s__Bacteroides_vulgatus	79.1408
UniRef90_A0A0M1W597	78.9646
UniRef90_A0A0M1W597|g__Bacteroides.s__Bacteroides_vulgatus	78.9646
UniRef90_A6KWF6	78.6554
UniRef90_A6KWF6|g__Bacteroides.s__Bacteroides_vulgatus	78.6554
UniRef90_A0A076J1W8	78.4766
UniRef90_A0A076J1W8|g__Bacteroides.s__Bacteroides_vulgatus	78.4766
UniRef90_A0A076J997	78.2119
UniRef90_A0A076J997|g__Bacteroides.s__Bacteroides_vulgatus	78.2119
UniRef90_A0A0P0L7F8	77.679
UniRef90_A0A0P0L7F8|g__Bacteroides.s__Bacteroides_vulgatus	77.679
UniRef90_B5CXN6	77.4256
UniRef90_B5CXN6|g__Bacteroides.s__Bacteroides_vulgatus	77.4256
UniRef90_A0A174TWV3	77.3619
UniRef90_A0A174TWV3|g__Bacteroides.s__Bacteroides_vulgatus	77.3619
UniRef90_A0A0P0M5Z5	76.9014
UniRef90_A0A0P0M5Z5|g__Bacteroides.s__Bacteroides_vulgatus	76.9014
UniRef90_A0A3E5E6D9	76.5693
UniRef90_A0A3E5E6D9|g__Bacteroides.s__Bacteroides_vulgatus	76.5693
UniRef90_A0A174J5J5	76.4229
UniRef90_A0A174J5J5|g__Bacteroides.s__Bacteroides_vulgatus	76.4229
UniRef90_A0A396FAT6	75.6427
UniRef90_A0A396FAT6|g__Bacteroides.s__Bacteroides_vulgatus	75.6427
UniRef90_A0A396F8P0	75.1489
UniRef90_A0A396F8P0|g__Bacteroides.s__Bacteroides_vulgatus	75.1489
UniRef90_A0A078QWE8	75.0661
UniRef90_A0A078QWE8|g__Bacteroides.s__Bacteroides_vulgatus	75.0661
UniRef90_A6L686	74.7677
UniRef90_A6L686|g__Bacteroides.s__Bacteroides_vulgatus	74.7677
UniRef90_C6Z6H8	74.6139
UniRef90_C6Z6H8|g__Bacteroides.s__Bacteroides_vulgatus	74.6139
UniRef90_K5ZRE6	74.1691
UniRef90_K5ZRE6|g__Bacteroides.s__Bacteroides_vulgatus	74.1691
UniRef90_A0A0P0M192	73.5779
UniRef90_A0A0P0M192|g__Bacteroides.s__Bacteroides_vulgatus	73.5779
UniRef90_A0A0M1W3W6	72.4072
UniRef90_A0A0M1W3W6|g__Bacteroides.s__Bacteroides_vulgatus	72.4072
UniRef90_A0A174RUP9	72.2489
UniRef90_A0A174RUP9|g__Bacteroides.s__Bacteroides_vulgatus	72.2489
UniRef90_A0A0P0L886	72.1261
UniRef90_A0A0P0L886|g__Bacteroides.s__Bacteroides_vulgatus	72.1261
UniRef90_A0A395VEZ8	71.9445
UniRef90_A0A395VEZ8|g__Bacteroides.s__Bacteroides_vulgatus	71.9445
UniRef90_A0A0N7J7G2	71.2248
UniRef90_A0A0N7J7G2|g__Bacteroides.s__Bacteroides_vulgatus	71.2248
UniRef90_A0A0P0M152	71.1678
UniRef90_A0A0P0M152|g__Bacteroides.s__Bacteroides_vulgatus	71.1678
UniRef90_S0F7Y5	70.9565
UniRef90_S0F7Y5|g__Bacteroides.s__Bacteroides_vulgatus	70.9565
UniRef90_UPI0002E0A599	70.915
UniRef90_UPI0002E0A599|g__Bacteroides.s__Bacteroides_vulgatus	70.915
UniRef90_D1QWA5	70.3232
UniRef90_D1QWA5|g__Bacteroides.s__Bacteroides_vulgatus	70.3232
UniRef90_K6AK01	70.184
UniRef90_K6AK01|g__Bacteroides.s__Bacteroides_vulgatus	70.184
UniRef90_A0A1Y3ZSD5	70.1053
UniRef90_A0A1Y3ZSD5|g__Bacteroides.s__Bacteroides_vulgatus	70.1053
UniRef90_R6F3Y1	69.7387
UniRef90_R6F3Y1|g__Bacteroides.s__Bacteroides_vulgatus	69.7387
UniRef90_A0A0P0M586	69.7037
UniRef90_A0A0P0M586|g__Bacteroides.s__Bacteroides_vulgatus	69.7037
UniRef90_D4VBS8	67.001
UniRef90_D4VBS8|g__Bacteroides.s__Bacteroides_vulgatus	67.001
UniRef90_A0A0M1W198	66.1807
UniRef90_A0A0M1W198|g__Bacteroides.s__Bacteroides_vulgatus	66.1807
UniRef90_A0A3E4T9B7	65.9542
UniRef90_A0A3E4T9B7|g__Bacteroides.s__Bacteroides_vulgatus	65.9542
UniRef90_A0A0P0LIQ9	65.6943
UniRef90_A0A0P0LIQ9|g__Bacteroides.s__Bacteroides_vulgatus	65.6943
UniRef90_D1JY20	65.5226
UniRef90_D1JY20|g__Bacteroides.s__Bacteroides_vulgatus	65.5226
UniRef90_A0A1Y4PQ59	65.4434
UniRef90_A0A1Y4PQ59|g__Bacteroides.s__Bacteroides_vulgatus	65.4434
UniRef90_A0A397WCE7	65.1618
UniRef90_A0A397WCE7|g__Bacteroides.s__Bacteroides_vulgatus	65.1618
UniRef90_A0A0P0M394	64.9255
UniRef90_A0A0P0M394|g__Bacteroides.s__Bacteroides_vulgatus	64.9255
UniRef90_A0A0P0M606	63.8781
UniRef90_A0A0P0M606|g__Bacteroides.s__Bacteroides_vulgatus	63.8781
UniRef90_D1JU88	62.9132
UniRef90_D1JU88|g__Bacteroides.s__Bacteroides_vulgatus	62.9132
UniRef90_D4VCM7	61.2944
UniRef90_D4VCM7|g__Bacteroides.s__Bacteroides_vulgatus	61.2944
UniRef90_A0A3E4HFL8	60.6672
UniRef90_A0A3E4HFL8|g__Bacteroides.s__Bacteroides_vulgatus	60.6672
UniRef90_A0A076IR50	60.4936
UniRef90_A0A076IR50|g__Bacteroides.s__Bacteroides_vulgatus	60.4936
UniRef90_D4V8X4	60.0195
UniRef90_D4V8X4|g__Bacteroides.s__Bacteroides_vulgatus	60.0195
UniRef90_I9A5F6	59.7315
UniRef90_I9A5F6|g__Bacteroides.s__Bacteroides_vulgatus	59.7315
UniRef90_A0A1H7IVI3	59.1986
UniRef90_A0A1H7IVI3|g__Bacteroides.s__Bacteroides_vulgatus	59.1986
UniRef90_C3QQR7	57.9419
UniRef90_C3QQR7|g__Bacteroides.s__Bacteroides_vulgatus	57.9419
UniRef90_A0A3E5EMN9	56.9694
UniRef90_A0A3E5EMN9|g__Bacteroides.s__Bacteroides_vulgatus	56.9694
UniRef90_I9RFL3	56.7091
UniRef90_I9RFL3|g__Bacteroides.s__Bacteroides_vulgatus	56.7091
UniRef90_A0A1Q6JNB2	56.2446
UniRef90_A0A1Q6JNB2|g__Bacteroides.s__Bacteroides_vulgatus	56.2446
UniRef90_A0A395VSK8	55.837
UniRef90_A0A395VSK8|g__Bacteroides.s__Bacteroides_vulgatus	55.837
UniRef90_D7INU4	55.1262
UniRef90_D7INU4|g__Bacteroides.s__Bacteroides_vulgatus	55.1262
UniRef90_A0A0P0L6Q3	54.1379
UniRef90_A0A0P0L6Q3|g__Bacteroides.s__Bacteroides_vulgatus	54.1379
UniRef90_A0A396EVR0	53.5
UniRef90_A0A396EVR0|g__Bacteroides.s__Bacteroides_vulgatus	53.5
UniRef90_UPI000E432A7C	51.6302
UniRef90_UPI000E432A7C|g__Bacteroides.s__Bacteroides_vulgatus	51.6302
UniRef90_A0A380Z5C7	43.7335
UniRef90_A0A380Z5C7|g__Bacteroides.s__Bacteroides_vulgatus	43.7335
