# Gene Family	RAG_100	RAG_101	RAG_102	RAG_103	RAG_104	RAG_105	RAG_106	RAG_107	RAG_108
K09961	0	0.309	0	0	0	0	0	0	0
K09962	0	1.733	0.924	0	0	0	0	0	0
K09963	0	1.593	0	0.664	0	0.475	10.208	0	0.8
K09967	0	0.572	0.718	0.856	0	0.201	0	0.818	0
K09969	0.217	0	0	0	0	0	0	0.237	0
K09970	2.703	0	0	0.2	0	0.297	0	0.561	0
K09971	0	0	0	0	0	0.429	0	0	0
K09972	4.336	0	0	0	0	0	0	0	0
K09973	2.833	0.281	0	0	0.869	0.394	0	5.607	0
K09974	1.736	2.135	13.445	0	1.099	4.344	0.545	7.376	1.064
K09975	2.716	0	0	0	0	0.414	0	0.161	0
K09976	0	6.101	0.294	0	0	0	0	0	0
K09978	0	0	0	0	0	0	0	0	0
K09979	7.368	0	0.211	0	0	0.509	0	0.384	0
K09980	2.806	0	0	0	0	0	0	0.623	0
K09981	0	0	0	0	0	0	0	0	0
K09982	0.271	0.623	0	0	0.551	0.874	0	0	0
K09988	0	0	0	0	0	0	0	0	0
K09989	0	0	0	0	0	0.466	0.737	0	0
K09994	4.013	0	0	0	0.884	0	0	0.316	0
K09996	3.3	0	0	0	0	0	0	0	0
K09997	2.637	0	0	0	0	0	0	0	0
K09998	3.386	0	0	0	0	0	0.734	0.221	0
K09999	4.136	0	0	0	0	0.312	0.448	0.324	0
K10000	0	0	0	0	0	0	0	0	0
K10001	2.497	0	0	0	0	0	0	0.182	0
K10002	4.127	0	0	0	0.915	0.579	0	0.568	0
K10003	0.639	0	0	0	0	0	0	0	0
K10004	0	0	0	0	0	0	0	0.779	0
K10005	0	0	0	0	0	0	0	0	0
K10006	0	0.615	1.846	0	0.788	1.968	4.57	1.042	0
K10007	0	0	0	0	0	0	0	0	0
K10008	0	0.726	0	0	0.546	1.295	5.607	1.268	0
K10009	2.118	3.968	1.043	0	1.533	0.83	0	1.216	0
K10010	4.317	1.446	2.536	0.438	1.328	0.668	1.528	0.092	1.91
K10011	3.376	0	0	0.604	0	0.521	0.535	0	0
K10012	1.93	0	0	0	0	0	0	0.226	0
K10013	4.578	0	0	0.39	0	0	0	0.145	0
K10014	3.136	0	0.449	0	0	0.201	0	0.291	0
K10015	5.491	0.255	0	0	0	0	0	0	0
K10016	0	0	0	0	0.418	0.425	0	0.812	0
K10017	1.863	0	0	0	0	0	0	0.28	0
K10026	4.127	1.957	8.664	21.463	4.878	5.864	8.736	3.507	0.285
K10036	2.109	0	0	0	0	0	0	0	0
K10037	0	0	0	0	0	0.248	0	0.854	0
K10038	0	0	0	0	0.56	0.62	0	0.321	0
K10039	0	12.095	0	0	0	0	2.715	0	0
K10040	0	3.019	0	0	0	0	4.594	0	0
K10041	0	0.817	0	0.557	0	0.995	0	0	0
K10107	0	0	0	0	0	0	0	0	0
K10108	2.771	0	0	0	0	0	0	0.331	0
K10109	11.884	0	0	0	0.279	0.368	0	1.167	0
K10110	3.409	0	0	0	0	0	0	0	0
K10111	2.656	0	0.197	0.166	0.301	0.78	0.273	0.676	0
K10112	4.623	10.962	28.902	1.868	3.644	18.642	4.722	6.161	7.18
K10117	3.658	16.973	62.705	3.324	5.837	22.117	11.714	22.92	1.64
K10118	0	5.171	17.423	0	2.525	7.323	14.429	4.997	0
K10119	0.444	10.936	10.247	0.878	1.818	6.618	13.506	3.443	0.721
K10120	0	0	0	0	0	0	0	0	0
K10121	0	0	0	0	0	0	0	0	0
K10122	0	0	0	0	0	0	0	0	0
K10124	0	0	0	0	0	0	0	0	0
K10188	0	0	0.421	0	0	0	0	0.173	0
K10189	0	0	0	0	0	0	0	0.314	0
K10190	0	0	0	0	0	0	0	0	0
K10192	0	2.705	0.18	0	0.237	0	0	1.328	0.573
K10193	0	0	0.281	0	0	0	0	0.664	0
K10194	0	0	0.266	0	0	0.143	0	0.621	0
K10200	0	0	0	0	0	0	0	0	0
K10201	0	0	0	0	0	0	0	0	0
K10202	0	0	0	0	0	0	0	0	0
K10206	0.238	11.476	40.918	53.882	102.671	55.176	13.934	67.804	2.829
K10213	3.631	0	0	0.117	0	0.113	0.565	0.262	0.679
K10241	0	0	0	0	0	0	0	0	0
K10242	0	0.363	0	0	0	0	0	0	0
K10254	1.25	3.314	4.325	0.611	0	3.406	6.48	1.468	0
K10353	0	7.59	0	0	0	0	0	0	0
K10364	0	0	0	0	0	0	0	0	0
K10439	5.96	8.668	14.72	4.225	3.396	3.032	2.637	10.893	1.539
K10440	2.285	7.027	10.147	0	2.334	0.469	9.451	2.011	1.287
K10441	2.182	6.122	6.304	0.061	1.27	1.488	1.335	2.401	1.868
K10536	0.196	0.881	5.133	0	0.728	1.013	0.368	0.692	0
K10537	4.707	0	0	0.344	0	0	0	0.11	0
K10538	0	0	0	0	0	0.273	0	0	0
K10539	1.746	0	0	0.122	0.078	0	0	0.092	0
K10540	1.304	4.289	0.744	0.33	0	1.216	0	0.218	0.413
K10541	4.836	4.844	5.12	0.54	0.347	1.396	2.978	2.318	3.066
K10542	7.348	10.646	31.141	0.946	1.351	8.815	14.126	13.601	6.661
K10543	4.297	0	0	0.294	0	0.151	0.759	0.377	0
K10544	5.222	0.232	0	0.561	0	0	0	0	0
K10545	0	0	0	0	0	0.424	0	0.4	0
K10546	0.172	0.238	11.053	0.402	1.548	0.974	0.837	0.478	0
K10547	0	0	0.737	0	0	0	0	0	1.143
K10548	0	0	0	0	0.392	0	0	0	0
K10549	3.418	0	0	0.472	0.246	0	0	0	0
K10550	0.723	0	0	0	0.336	0.62	0	0	0
K10551	5.514	0	0	0	0	0	0.744	0	0
K10555	2.102	0	0	0	0	0	0	0.495	0
K10556	0	0	0	0	0	0	0	0	0
K10557	1.388	0	0	0	0	0	0	0.164	0
K10558	0.957	0	0	0	0	0	0	0	0
K10560	0	0	0	0	0	0	0	0	0
K10561	0	0	0	0	0	0	0	0	0
K10563	0.143	5.849	1.363	3.057	0.697	2.33	8.773	0.423	0.524
K10579	0	0	0	0	0	0	0	0	0
K10670	0.529	0.196	0	0	0	1.523	0	0.168	0
K10671	0	0	0	0	0	0	0	0	0
K10672	0	0	0	0	0	0.696	0	0.14	0.24
K10678	2.196	0	0	0	0	0	0	0.281	0
K10679	0.238	0	0	0	0	0	0	0	0
K10680	6.249	0	0	0	0	0	0	0	0
K10708	2.429	0	0	0	0	0	0	0	0
K10709	4.4	0	2.325	0	0.604	0.866	0.937	0.266	0
K10710	8.627	0.603	0.574	0.388	0	8.786	0.501	0	0
K10711	4.349	0	0	0	0	0	0	0	0
K10716	4.277	5.411	2.323	1.239	3.665	0.245	0	0.683	0
K10725	0	0	0	0	0	0	0	0	0
K10726	0	0	0	0	0	0	0	0	0
K10728	0	0	0	0	0	0	0	0	0
K10744	0	0	0	0	0	0	0	0	0
K10747	0	0	0	0	0	1.261	0.897	0	0.956
K10748	1.536	0	0	0	0	0	0	0	0
K10756	0	0	0	0	0	0	0	0	0
K10762	0	0	0	0	0	0	0	0	0
K10763	1.477	0	0	0	0	0	0	0	0
K10773	5.791	14.579	51.841	47.563	91.11	56.422	20.166	47.888	1.587
K10778	3.495	0	0	0	0	0	0	0.126	0
K10796	0	2.308	0	0	0	0	0	0	0
K10797	0	0	0	0	0	0.161	0	0	0
K10798	0	0	0	0	0	0	0	0	0
K10804	4.599	0	0	0.857	0	0.318	0	0.528	0
K10805	3.207	0.719	1.128	0.44	0.73	0.394	0	1.276	0
K10806	4.696	0	0	0	0	0	3.668	0.361	0
K10823	2.159	3.146	2.57	1.017	1.088	1.157	4.689	0.772	0
K10824	5.666	1.515	0	0	0.636	0.852	0.512	1.992	0.576
K10830	0	0	0	0	0	0	0	0	0
K10831	0	0	0	0	0	0.576	0	0.223	0
K10843	0	0	0	0	0	0	0	0	0
K10857	3.61	0	0	0	0	0	0	0.179	0
K10896	0	0	0	0	0	0	0	0	0
K10906	0	0	0	0	0	0	0	0	0
K10907	0.278	0.852	1.916	3.085	4.571	9.629	4.436	0	0
K10914	0.519	0	2.525	0	1.137	0.366	0	0.237	0
K10947	1.723	16.149	54.204	50.052	135.718	38.518	9.239	51.903	2.734
K10972	0	0	0	0	0	0.558	0	0.624	0
K10973	5.303	0	0.332	0	0	0.688	0.287	0.657	0
K10974	6.799	0.735	2.787	0.29	0	0.719	0	0.605	0
K10975	1.412	0	0	0	0	0	0	0	0
K10978	0	0	0	0	0	0	0	0	0
K10979	0	0	0	0	0	0	0	0	0
K10984	1.915	0	0	0	0.581	0.536	0	0	0
K10985	0	0	0	0	0	0.622	0	0.211	0
K10986	1.718	0	0	0.192	0	0	0	0	0
K11006	0	0	0	0	0	0	0	0	0
K11007	0	0	0	0	0	0	0	0	0
K11013	0	0	0	0	0	0	0	0	0
K11014	0	0	0	0	0	0	0	0	0
K11015	0	0	0	0	0	0	0	0	0
K11031	0	0	0.737	6.444	27.844	2.177	0	5.861	0
K11041	0	0.585	0.492	0	0	0	0	0	0
K11050	2.17	8.897	12.165	1.101	1.434	3.396	1.918	1.328	1.527
K11051	0.639	1.174	0	0	0	0.344	1.843	0	0
K11065	3.663	0.822	3.402	0	1.051	7.24	2.619	0.901	1.068
K11066	4.493	0	0	0	0	0.299	0	1.051	0
K11068	3.324	4.033	6.201	6.63	35.848	5.236	2.023	21.869	0.911
K11069	0.877	5.085	4.121	5.199	29.148	4.317	10.318	21.029	0.355
K11070	2.512	10.493	9.077	6.039	31.738	7.388	8.759	24.799	0.483
K11071	0	9.802	5.555	1.456	1.338	1.782	10.661	0.721	0.393
K11072	6.521	25.072	37.581	42.797	8.508	9.232	13.172	24.503	3.875
K11073	2.961	0	0	0.3	0	0.265	0	0.192	0
K11074	0.861	0	0	0	0	0.292	0	0.231	0
K11075	2.202	0	0	0	0	0	0	0	0
K11076	0.899	0	0	0	0.115	0.067	0.189	0.109	0
K11084	0	0	0	0	0	0	0	0	0
K11085	1.452	0	0	0	7.098	0.467	4.272	1.154	0
K11102	0	0	0	0	0	0	0	0	0
K11103	0.725	0	0	0	0.484	0.338	0	0.326	0
K11104	1.727	2.744	0.295	0.343	0	0	0	1.611	0
K11105	2.666	0	0.906	5.582	27.852	13.207	1.504	18.034	0.332
K11106	0	0	0	0	0	0	0	0	0
K11107	7.229	0	0.834	0.72	0	0	0	0.608	0
K11130	0	0.994	0	0	0	0	1.75	0	4.218
K11131	0	0	0	0	0	0	0	0	0
K11139	1.327	0	0	0	0	0	0	0	0
K11144	0	3.895	0	0	0	0	0	0	0
K11145	0	6.786	12.735	0	1.239	11.215	0	4.455	0.86
K11175	5.631	11.875	16.223	1.127	10.398	22.705	10.119	3.9	2.976
K11176	0	0.302	0	0	0	1.856	1.063	0	0.664
K11177	4.002	0	0	0.225	0	0	0	0.147	0
K11178	5.876	0	0	0.191	0	0	0.871	0.429	0
K11179	4.04	0	0	0	0	0.68	0	0	0
K11180	0	0	0	0	0	0	0	0	0
K11181	0	0.301	0.605	1.328	0	1.284	0	0.937	0
K11183	2.81	0	0	0	0.302	0.525	0	0.415	0
K11184	0	0.593	5.797	0	2.361	3.752	1.597	1.166	2.352
K11189	9.003	8.513	8.942	0.674	0.805	18.4	3.202	2.13	2.807
K11191	1.071	0	0	0	0	0	0	0	0
K11192	1.071	0	0	0	0	0	0	0	0
K11198	2.195	0	0	0	0	0	0	0	0
K11199	2.195	0	0	0	0	0	0	0	0
K11200	2.195	0	0	0	0	0	0	0	0
K11201	10.024	0	0	0	0	0.394	0	0.808	0
K11202	16.108	0	3.46	0.286	1.468	3.612	0	0.849	0
K11203	10.772	0	0	0.286	0	0	0	0	0
K11206	0	0	0	0	0	0.484	0.653	0	0
K11208	1.91	0	0	0	0	0	0	0	0
K11209	11.671	4.19	0.79	0.833	0	0.639	0	0.667	0
K11212	0	0	0	0	0	0	0	0	0
K11216	1.768	0	0	0	0	0	0	0	0
K11249	4.373	0	0.429	0	0	0.691	0	0.417	0
K11250	1.539	0	0	0	0	0	0	0.187	0
K11251	0	0	0	0	0	0	0	0	0
K11254	0	0	0	0	0	0	0	0	0
K11258	5.164	0	0	0	0	0.417	0.522	0.754	0
K11260	0	0	0	0	0	0	0	0	0
K11264	3.963	0	0	0	0	0	0	0	0
K11303	0	0	0	0	0	0	0	0	0
K11358	0.274	6.801	10.158	0.279	1.273	3.021	4.562	1.735	0
K11381	0	0	0	0	34.086	2.973	0	6.713	0
K11382	0.415	0	0	0	0	0	0	0	0
K11391	3.082	0	0	0	0.15	0	0	0	0
K11392	3.488	0	0.346	0.382	0	0.587	0	0.196	0
K11472	0	0	0	0	0	0.283	0	0	0
K11473	7.41	0	0	0	0	0	0.538	0	0
K11474	4.507	0	0	0	0	0	0	0	0
K11477	7.003	0	0	0.946	0	0	0.971	0.529	0
K11527	0	0	0	0	2.345	0	0	0	0
K11529	3.097	2.381	2.725	4.64	0.428	1.077	5.298	0	2.721
K11530	1.244	0	0	0	0	0	0	0.464	0
K11531	5.418	0	0	0.41	0	0	0	0	0
K11533	0	0	1.837	0	0	0	0	0	0
K11534	3.406	0	0	0	0.406	0.417	0	0.372	0
K11535	2.62	0	0	0	0	0	0	0	0
K11537	3.952	0	0	0	0	0	0	0	0
K11600	0	0	0	0	0	0	0	0	0
K11602	0	0	0	0	0	0	0	0	0
K11605	0	0	0	0	0	0	0	0	0
K11606	0	0	0	0	0	0	0	0	0
K11615	0	0	0	0	0.243	0	0	0.13	0
K11617	0	5.421	1.178	0	0	0	0.446	0	0
K11618	0	0	0	0	0	0	0	0	0
K11645	1.332	0	9.469	7.042	36.596	6.393	3.545	43.049	0
K11646	0	0.299	0	0	0	0.792	0.922	0	0.656
K11685	1.737	0	0	0	0	0	0	0.61	0
K11688	0	0	0	0	0	0	0	0	0
K11689	0	0	0	0	0	0	0	0	0
K11690	0	0	0	0	0	0	0	0	0
K11708	0.94	0	0	0	0	0	0	0	0
K11717	1.022	11.475	6.408	5.064	31.624	17.549	8.529	27.054	0.322
K11719	4.424	0	0	0	0.449	0.237	0.594	0.375	0
K11720	1.054	0	12.349	48.351	116.58	17.01	6.039	32.801	0
K11732	0	0	0	0	0	0.313	0	0.661	0
K11733	2.644	0	0	0	0	0.252	1.299	0.176	0
K11734	4.934	0	0	0	0	0	0	0.19	0
K11735	0.914	0	0	0	0	0	0	0.222	0
K11736	0	0	0	0	0	0	0	0.417	0
K11737	1.206	0	0	0	0	0	0	0	0
K11738	0.659	0	0	0	0	0	0	0	0
K11739	1.582	0	0	0	0	0.264	0	0.231	0
K11740	0	0	0	0	0	0	0	0	0
K11741	11.861	0	0	0	0	0	0.725	1.181	0
K11742	6.054	0	0	0	0.344	1.429	0	0	0
K11743	0	0	0	0	0	1.256	0	0.414	0
K11744	0.894	0	0	0	0.656	0	0	0	0
K11745	3.065	0	0	0	0	0	0	0	0
K11746	1.145	0	0.399	0.173	0.203	0.305	0	0.371	0
K11747	4.429	0	0	0	0.535	1.264	0	2.269	0
K11748	5.048	0	0	0	0	0.251	0	0.851	0
K11749	4.907	4.183	12.808	7.433	36.002	7.77	4.095	22.308	1.237
K11750	1.228	0	0	0	0	0	0	0	0
K11751	1.753	0	0.942	0.235	1.322	2.878	0	0.577	0
K11752	4.108	10.446	12.757	0.874	2.666	13.43	6.914	12.371	2.292
K11753	0.584	5.166	2.728	6.957	31.003	5.899	3.329	22.185	0.546
K11754	6.84	13.737	11.916	9.443	40.271	17.679	16.098	17.693	3.541
K11755	5.737	2.202	29.403	43.526	40.575	33.754	9.266	48.968	1.473
K11780	0	0	0	0	0	1.588	0.544	0	0.856
K11781	0	0	0	0	0	0	0	0	0
K11782	0	0	0	0	0	0	0	0	0
K11784	0	0	0.489	0	63.582	8.153	2.666	6.232	0
K11785	0	0	0	0	0	0	0	0	0
K11811	0	0	0	0	0	0	0	0	0
K11891	0	0	0	0	0.471	0	0	0	0
K11892	0.26	0.209	0	0	0	0	0	0	0
K11893	0	0	0	0	0	0	0	0	0
K11895	0	0	0	0	0	0	0	0	0
K11896	0	0	0	0	0	0	0	0	0
K11897	0	0	0	0	0	0	0	0	0
K11898	0	0	0	0	0	0	0	0	0
K11900	0	0	0	0	0	0	0	0	0
K11901	0	0	0	0	0	0	0	0	0
K11902	0	0	0	0	0	0	0	0	0
K11903	0	0	0	0	0	0	0	0	0
K11904	0	0	0	0	0	0	0	0	0
K11905	0	0	0	0	0	0	0	0	0
K11906	0	0	0	0	0	0	0	0	0
K11907	0	0	0	0	0	0	0	0	0
K11909	0	0	0	0	0	0	0	0	0
K11910	0	0	0	0	0	0	0	0	0
K11911	0	0	0	0	0	0	0	0	0
K11920	2.676	0	0	0	0	0	0	0.375	0
K11921	4.718	0	0	0.318	0	0	4.183	0.215	0
K11922	6.092	0	0	0.573	0	0	0	0	0
K11924	6.632	0	0	0	0.534	0	0	0.712	0
K11925	1.795	0	0	0	0.215	0.358	0	0.401	0
K11926	4.885	0	0	0	0	0.493	0	0.178	0
K11927	0.325	0	0	0.069	5.082	4.513	0.404	0.029	0
K11928	1.754	9.852	1.414	1.598	1.667	13.121	11.552	1.943	1.107
K11929	0	0	0	0	0.356	0.902	0	0.892	0
K11930	1.51	0	0	0	0	0	0	0	0
K11931	2.334	0	0	0	0	0	0	0	0
K11932	3.431	0	0	1.01	0	0.357	0.448	0.243	0
K11933	3.32	0	0	0.302	0	0.218	0	0	0
K11934	2.212	0	0	0	0	0.481	0	0	0
K11935	0.911	0	0	0	0	0	0	0	0
K11936	2.56	0	0	0	0	0	0	0.187	0
K11937	5.337	0	1.233	0	0	0	0	0.341	0
K11938	6.22	0	0	0	0	0.405	0	0.873	0
K11939	5.801	0	0	0	0	0	0	0.251	0
K11940	7.005	0	0	0	0	0	0	0	0
K11941	2.138	0	0	0	0	0.152	0	0.276	0
K11962	0	0	0	0	0	0	0	0	0
K11991	3.545	16.804	28.32	10.163	91.921	32.473	10.493	41.625	10.463
K12048	0	0	0	0	0	0	0	0	0
K12055	0	0	0	0	0	0	0	0	0
K12057	0	0	0	0	0	0	0	0	0
K12059	0	0	0	0	0	0	0	0	0
K12064	0	0	0	0	0.347	0	0	0	0
K12066	0.843	0	0	0	0	0	0	0.439	0
K12068	0	0	0	0	0.949	0	0	1.767	0
K12070	0	0.284	0	0	0	0	0	0	0
K12072	0	0.346	0	0	0	0	0	0	0
K12111	3.649	0	0	0	0.212	0	0	0.051	0
K12112	1.135	0	0	0	0	0.416	0	0.226	0
K12113	0	0	0	0	0	0	0	0.443	0
K12132	0	7.875	10.779	0.72	1.202	5.874	8.519	4.184	0.318
K12136	0	0	0	0	0	0	0	0	0
K12137	0.46	0	0.388	0	5.251	6.1	0.947	0.141	0
K12138	10.19	0	0.204	0	0	0.198	0.413	0.206	0
K12139	5.368	0	0	0	0	0	0.797	0	0
K12140	5.261	0	0.188	0	0	0	0.507	0.412	0
K12141	3.507	0	0	0	0	0	0	0	0
K12142	2.849	0	0	0	0	0	0	0	0
K12143	0.867	0	0	0	0	0	0	0	0
K12144	4.498	0	0	0	0	0	0	0	0
K12145	3.736	0	0	0.457	0	0	0.944	0	0
K12146	1.196	0	0	0	0	0	0	0	0
K12147	5.99	0	0	1.244	0	0	1.102	0.497	0
K12148	9.161	0	0	1.809	0	0.67	0	1.423	0
K12149	7.529	0	0	0	0	0	0	0	0
K12151	5.958	0	0	0	0.277	0	0.544	0	0
K12152	5.365	0	0	0	0	0	0	0.218	0
K12161	0	0	0	0	0	0	0	0	0
K12175	0	0	0	0	0	0	0	0	0
K12203	0	0	0	0	0	0.324	0	0	0
K12204	0	0	0	0	0	0.327	0	0	0
K12205	0	0	0	0	0	0.828	0	0	0
K12206	0	0	0	0	0	0.409	0	0	0
K12209	0	0	0.312	0	0	0	0	0	0
K12213	0	0	0	0	0	0	0	0	0
K12214	0	0	0	0	0	0.452	0	0	0
K12217	0	0	0	0	0	0.284	0	0	0
K12218	0	0	0	0	0	0.35	0	0	0
K12234	0	0	0	0	0	0	0	0	0
K12251	4.707	13.683	3.496	2.566	24.651	13.554	0	5.473	3.788
K12257	1.206	5.068	20.936	0.564	68.328	15.363	2.489	11.169	0.68
K12262	2.864	0	0	0	0	0	0	0	0
K12264	3.185	0	0	0.533	0.427	0.854	0	0.775	0
K12265	5.44	0	0	0.378	0	0	0	0	0
K12266	0.99	0	0	0	0	0	0	0	0
K12267	0.975	1.616	7.75	9.233	38.808	23.673	3.046	20.202	3.378
K12268	0	1.495	0	0	0	0	0	0	0.529
K12288	0	0	0	0	0	0	0	0	0
K12289	0	0	0	0	0	0	0	0	0
K12290	10.599	0	0	0.416	0	0	1.116	0	0
K12291	3.988	0	0	0	0	0	0	0.615	0
K12292	0	0	0	0	0	0	0	0	0
K12293	0	0	0	0	0	0	0	0	0
K12294	0	0.18	0	0	0	0	0	0	0
K12295	0	0.772	0	0	0	0	0	0	0
K12296	0	0	0.627	0	0.456	0	0	0	0
K12297	1.535	0	0	0	0.074	0.093	0	0.124	0
K12299	0	0	0	0	0	0	0	0.908	0
K12308	0.22	1.516	5.408	1.332	10.756	17.204	9.473	13.113	0
K12339	1.575	0	3.743	0.925	64.124	13.099	2.448	8.536	0
K12340	1.956	0	0.294	0.767	3.187	1.127	0.324	6.067	0
K12343	0	0	0	0	0	0	0	5.597	0.298
K12368	0.308	0	0	0	0.4	0.229	0	0	0
K12369	2.728	0	0	0	0	0	0	0	0
K12370	0	0	0	0	0.428	0	0	0	0
K12371	5.763	0	0	0	0	0	0.767	0.332	0
K12372	1.373	0	0	0	0.641	0.776	0	0.703	0
K12373	0	0.549	15.23	55.852	277.752	46.607	6.164	70.119	3.145
K12410	2.398	8.705	30.245	45.478	11.737	23.795	20.101	38.677	1.361
K12452	0	0	0.642	0	0.192	0.582	0	0	0
K12500	5.417	0	0	0	0.63	0.598	0	0.271	0
K12503	0	0	0	0	0	0	0	0	0
K12506	0.627	1.08	0	1.39	0	11.044	8.992	0.137	0
K12507	1.211	0	0	0	0	0.189	0	0	0
K12510	0.665	6.03	24.003	1.728	1.19	7.443	2.297	4.699	0
K12511	0.526	0	0	0	0	0	1.555	0	0
K12524	3.648	3.061	1.634	2.137	0.329	7.241	1.289	1.024	2.183
K12525	3.132	0	0.038	0.057	0.051	0.057	0.099	0.068	0
K12527	2.391	0.837	0.53	0.599	0	0	7.863	0	0
K12528	0.527	0	0	0	0.275	0.435	0	0.3	0
K12529	6.151	0	0	0.848	0	0.403	0.506	1.096	0
K12541	0	0	0	0	0	0	0	0	0
K12542	0	0	0	0	0	0	0	0	0
K12543	0	0	0	0	0	0	0	0	0
K12554	0	0	2.298	0	0.347	0	0.688	0.559	0
K12555	0	0.671	0	0	0	0	0	0	0
K12556	0	0.429	0	0	0	0	0	0	0
K12573	6.359	12.092	25.99	9.84	40.911	25.309	7.136	37.356	2.634
K12574	0.305	6.412	2.533	0	0.572	11.518	3.481	1.615	0.409
K12582	4.861	0	0	0.533	0	0	0.826	0.348	0
K12589	0	0	0	0	0	0	0	0	0
K12660	0.805	0	0.212	0	0	0.628	0.607	1.197	0
K12661	1.441	0	0.167	0	0	0.801	0	0.329	0
K12678	0	0	0	0	0	0	0	0	0
K12684	0	0	0	0	0	0	0	0.17	0
K12685	0	0	0	0	0	0	0	0	0
K12687	0	0	0	0	0	0	0	0	0
K12700	3.551	0.329	0	0.485	0	0	0	1.261	0
K12815	0	0	0	0	0	0	0	0	0
K12940	7.578	0	0	0	0	0.401	3.278	0	0
K12941	0.588	0	1.487	0	0.558	1.801	5.531	0.438	0
K12942	1.339	0.318	1.778	6.512	32.746	6.975	4.198	17.331	0
K12943	4.621	0	0	0	0	0	0	0.569	0
K12944	4.358	0	0	0.277	0.293	1.036	0	0.687	0
K12945	0	0	0	0	0.374	0	0	0.267	0
K12952	0.273	7.659	3.272	0	0.223	10.458	0	0	0
K12957	1.746	0	0	0	0.371	0	0	0	0
K12960	0.55	1.123	3.878	1.134	5.774	22.378	14.735	0.835	0.369
K12961	6.04	0	0	0.647	0.506	1	0	2.395	0
K12962	0	0	0	0	0.5	1.579	0	0.239	0
K12963	6.981	0	0	0	0	0.314	0	0.946	0
K12972	3.566	0	0	0.075	0	0.259	0	0	0
K12973	3.687	0	0	0	0	0	0	0.278	0
K12974	3.893	0	0	0	0	0	0	0	0
K12975	2.978	0	0	0.534	0.238	0.173	0.748	0.37	0
K12981	0	0	0	0	0	0	0	0	0
K12986	0	0	0	0	0	0	0	0	0
K12990	0	0	0	0	0	0	0	0	0
K12992	0	0	1.365	0	0.842	1.021	1.086	0.168	0
K12995	0.51	0	7.027	0	0	0	0	0	0
K12996	0	0.663	7.81	0	0	0	0	0	0
K12997	0	0	0	0	0	0	0	0	0
K13004	0	1.189	0	0	0	0	0	0	0
K13009	0	0	0	0	0	0	0	0	0
K13012	0.727	1.789	0.994	0	0.262	0.956	0	1.642	1
K13014	6.181	0.473	0.228	0.545	0.271	0.287	0.431	0.347	0
K13015	0	0	0	0	0	0	0	0	0
K13016	0	0	0	0	2.897	0.497	0	0.253	0
K13017	0	0	0	0	0	0	0	0	0
K13018	0	0	0	0	0	0	0	0	0
K13019	0	0	0.376	0	0.989	0.328	0	0.617	0
K13020	0	0	0	0	0	0	0	0	0
K13038	0.845	3.999	0.266	0.309	0.109	1.014	4.305	1.224	0
K13039	0	0	0	0	0	0	0	0	0
K13043	4.205	5.698	27.908	49.4	86.653	33.868	7.088	46.782	9.118
K13049	0	0.366	0	0	0	0.451	3.307	0	0
K13051	2.054	0.217	1.059	4.633	29.143	3.171	1.529	17.219	0
K13052	0	0	0	0	0	0	1.265	0	0
K13053	0.172	0	0	0	0	0	0	0	0
K13059	0	0	0	0	0.417	0.22	0.688	0.845	0
K13069	7.606	0	0	0	0	0.087	0	0.082	0
K13107	0	0	0	0	0	0	0	0	0
K13243	0.22	0	0.04	0.169	0.055	0.046	0	0.057	0
K13244	1.753	0	0	0.482	0	0	0	0.475	0
K13252	0	0.146	2.373	0	0.295	1.069	0	0.251	0
K13255	3.052	0	0	0.901	0.503	0	0.299	0.381	0
K13256	5.076	0.846	0	0.616	0.482	0.953	0	0.518	0
K13280	0.846	2.487	8.742	0	0.192	2.43	0.444	2.679	0
K13283	6.204	0	0	0.548	0	0.508	0.933	0.643	0
K13288	6.225	0	1.185	0	1.668	2.468	0	1.98	0
K13292	3.454	12.964	4.193	1.707	0.555	1.527	4.778	1.093	0
K13301	2.831	0.412	0	0.671	0	0	0	0	0
K13327	0	0	0	0	0	0	0	1.724	0
K13378	4.698	3.744	15.028	48.511	38.998	9.395	4.04	36.135	1.341
K13381	3.355	0	0	0.228	0	0.293	0	0.253	0
K13408	0	0	0	0	0	0	0	0	0
K13479	5.57	1.254	5.272	0	0.973	1.21	4.959	1.133	3.132
K13483	4.936	0	0	0.228	0	0	0	0	0
K13497	3.702	0	0	0	0.069	0.032	0	0.057	0.396
K13498	1.969	0	0	0	0	0.094	0	0.211	0
K13500	0	0	0	0	0	0	0	0	0
K13525	0	0	0	0	0	0	0	0	0.875
K13527	0.314	0.772	1.862	0	0.48	2.277	4.394	0.525	0
K13529	0	0	0	0	0	0.256	0.493	0	0
K13542	0.38	5.655	9.623	0.217	0.194	1.571	4.472	3.479	1.206
K13566	2.611	5.464	15.59	39.059	3.31	5.053	13.047	4.047	0
K13570	0	0	3.786	0	0.51	0	0	0.45	0
K13571	0	0.415	1.542	0	1.011	1.674	5.075	1.497	0
K13574	3.18	0.208	0	0	0	0.191	0	0	0
K13620	0	0	0	0	0	0	0	0	0
K13626	0.809	1.538	0.203	0	0.826	10.623	0	0	0.511
K13628	4.865	0	0	0	0.355	0.842	0	0.762	0
K13629	2.137	0	0	0	0	0	0	0	0
K13630	6.479	0	0	0	0	0	0	0	0
K13631	5.041	0	0	0	0.532	0.42	1.054	0	0
